Aittorinne Latvatien ja Runkotien risteys,pariton viikko,tiistai 19:00–19:30 (Wivi),62.25022813963651,25.781839545981274
Asmalampi Asmalammentie 22,pariton viikko,tiistai 17:15–17:35 (Wivi),62.25506622958394,25.840815248492934
Elovainio Elovainion KP,pariton viikko,tiistai 16:30–16:50 (Wäinö),61.557428931283276,23.567451642200567
Haapaniemi Noukanniementie 2,parillinen viikko,torstai 19:05–19:30 (Wivi),62.222949776427825,25.85151170800523
Halssilanmäki Aittovuorentie 25-27,pariton viikko,tiistai 18:15–18:45 (Wivi),62.24750512558884,25.794849075481647
Haukkala Haukankaari 3,pariton viikko,maanantai 17:05–17:30 (Wäinö),62.26788509109796,25.697279884711563
Haukkala Kiviniementie 4,pariton viikko,maanantai 17:40–18:10 (Wäinö),62.271334676207424,25.697517729670675
Haukkamäki Haukkamäentien ja Haukkamäenkujan risteys,parillinen viikko,keskiviikko 18:50–19:20 (Wäinö),62.292087617944404,25.708304480564408
Heikkilä Heikkiläntie 38,parillinen viikko,keskiviikko 18:55–19:30 (Wivi),62.3101228371555,25.734278122668904
Heinälampi Heinälammintien KP,parillinen viikko,keskiviikko 17:10–17:30 (Wivi),62.28083879314759,25.773547774103434
Heinälampi Heinälammentien ja Ulpukkatien risteys,parillinen viikko,keskiviikko 17:35–18:05 (Wivi),62.2789723292112,25.77184188909725
Holsti Kolikkotien ja Tenavapolun risteys,parillinen viikko,keskiviikko 16:30–16:55 (Wivi),62.25689520813935,25.760791846765102
Ilmoniemi Ilmoniementie 149,parillinen viikko,torstai 18:10–18:40 (Wivi),62.136263448236114,25.841362117223934
Kairahta Kairahtantie 19,parillinen viikko,torstai 17:35–17:55 (Wivi),62.220959675207766,25.900983396355844
Kangas Paperitehtaankatu 1,pariton viikko,torstai 16:30–17:00 (Wivi),62.25150172501544,25.759950989476707
Kaunisharju Kaunisharjuntie 18,pariton viikko,tiistai 16:35–17:00 (Wivi),62.265106976170074,25.899607448493967
Kauramäki Anopintien ja Vävypojanpolun risteys,pariton viikko,keskiviikko 18:40–19:05 (Wivi),62.19280757899948,25.694464160711714
Kekkola Tanhukaari 31,pariton viikko,torstai 16:30–17:10 (Wäinö),62.22571117900415,25.754422957717605
Keljo Korkeakoskentie 25,pariton viikko,keskiviikko 16:30–17:00 (Wivi),62.22180857563019,25.72246836013869
Keljo Lotilantien ja Lotilanperän risteys,pariton viikko,keskiviikko 19:15–19:30 (Wivi),62.19866758837846,25.718091652178185
Kivistö Telkänpesän palvelukeskus Telkäntie 2,pariton viikko,tiistai 16:00–16:20 (Wivi),62.24443186413122,25.78600420050407
Korpiaho Korpiahontien ja Kulmalanraitin risteys,pariton viikko,maanantai 17:15–17:30 (Wivi),62.036929131667534,25.451841149804466
Kotamäki Räätälintie 19,pariton viikko,maanantai 16:00–16:20 (Wivi),62.02124680991357,25.537426117788023
Kukkumäki Kivenkuja 2:n pysäkki,parillinen viikko,tiistai 17:45–18:25 (Wivi),62.22337077075327,25.712570068416397
Kuohu Kuohunraitti 53,pariton viikko,keskiviikko 17:15–17:30 (Wäinö),62.265514305613486,25.44948594651407
Kypärämäki Kypärätie 37,parillinen viikko,tiistai 18:30–18:55 (Wivi),62.23702454112137,25.698065746510498
Köhniö Erämiehenkadun ja Saihokadun risteys,parillinen viikko,tiistai 19:00–19:30 (Wivi),62.235067478630384,25.971159207086373
Leppälahti Leppälahdentien ja Einontien risteys,parillinen viikko,torstai 17:05–17:20 (Wivi),62.205577800000000,25.78021100000000
Leppälahti Leppälahdentien ja Manunsaarentien risteys,parillinen viikko,torstai 16:35–17:00 (Wivi),62.216702429760424,25.96881926691662
Leppälahti Muurikaisentien ja Yläniityntien risteys,parillinen viikko,torstai 16:00–16:20 (Wivi),62.24416370581151,25.996037488841186
Lutakko Lutakon lähipalvelutalo Schaumanin puistotie 12,pariton viikko,torstai 18:20–18:50 (Wivi),62.2406293012221,25.761116369368334
Mannila Hollihaantie 23 P-alue,parillinen viikko,keskiviikko 17:10–17:35 (Wäinö),62.273487834230146,25.718053228887428
Mannila Saarijärventie 4 Löylyjoki 2:n pysäkki,parillinen viikko,keskiviikko 16:00–16:20 (Wäinö),62.28407503707145,25.71948686141375
